연도,주차,연령대,의사환자 분율,입원환자 수,인플루엔자 검출률,예방접종률,응급실 인플루엔자 환자,아형
2021.0,28.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,29.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,29.0,0세,0.0,0.0,,,0.0,A(H1N1)pdm09
2021.0,29.0,1-6세,3.5,0.0,,,0.0,A(H1N1)pdm09
2021.0,29.0,13-18세,0.5,0.0,0.0,,3.0,A(H1N1)pdm09
2021.0,29.0,19-49세,2.2,1.0,0.0,,8.0,A(H1N1)pdm09
2021.0,29.0,50-64세,1.8,0.0,0.0,,3.0,A(H1N1)pdm09
2021.0,29.0,65세이상,1.3,1.0,0.0,,4.0,A(H1N1)pdm09
2021.0,29.0,7-12세,1.5,0.0,0.0,,0.0,A(H1N1)pdm09
2021.0,29.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,30.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,30.0,0세,0.0,0.0,,,0.0,A(H1N1)pdm09
2021.0,30.0,1-6세,2.3,1.0,,,2.0,A(H1N1)pdm09
2021.0,30.0,13-18세,2.7,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,30.0,19-49세,2.4,1.0,0.0,,5.0,A(H1N1)pdm09
2021.0,30.0,50-64세,1.9,3.0,0.0,,2.0,A(H1N1)pdm09
2021.0,30.0,65세이상,0.9,1.0,0.0,,2.0,A(H1N1)pdm09
2021.0,30.0,7-12세,1.6,0.0,0.0,,2.0,A(H1N1)pdm09
2021.0,30.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,31.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,31.0,0세,0.9,0.0,,,0.0,A(H1N1)pdm09
2021.0,31.0,1-6세,1.6,0.0,,,0.0,A(H1N1)pdm09
2021.0,31.0,13-18세,0.0,0.0,0.0,,2.0,A(H1N1)pdm09
2021.0,31.0,19-49세,1.2,0.0,0.0,,2.0,A(H1N1)pdm09
2021.0,31.0,50-64세,1.2,0.0,,,1.0,A(H1N1)pdm09
2021.0,31.0,65세이상,1.0,0.0,0.0,,5.0,A(H1N1)pdm09
2021.0,31.0,7-12세,1.4,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,31.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,32.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,32.0,0세,1.0,0.0,,,0.0,A(H1N1)pdm09
2021.0,32.0,1-6세,3.0,0.0,,,0.0,A(H1N1)pdm09
2021.0,32.0,13-18세,0.6,0.0,0.0,,0.0,A(H1N1)pdm09
2021.0,32.0,19-49세,1.5,1.0,0.0,,11.0,A(H1N1)pdm09
2021.0,32.0,50-64세,1.4,0.0,0.0,,3.0,A(H1N1)pdm09
2021.0,32.0,65세이상,1.2,0.0,0.0,,10.0,A(H1N1)pdm09
2021.0,32.0,7-12세,1.5,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,32.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,33.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,33.0,0세,0.0,0.0,,,0.0,A(H1N1)pdm09
2021.0,33.0,1-6세,2.4,0.0,,,1.0,A(H1N1)pdm09
2021.0,33.0,13-18세,0.9,0.0,0.0,,2.0,A(H1N1)pdm09
2021.0,33.0,19-49세,1.9,1.0,0.0,,13.0,A(H1N1)pdm09
2021.0,33.0,50-64세,1.1,1.0,0.0,,1.0,A(H1N1)pdm09
2021.0,33.0,65세이상,0.5,1.0,0.0,,5.0,A(H1N1)pdm09
2021.0,33.0,7-12세,0.5,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,33.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,34.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,34.0,0세,0.0,0.0,,,0.0,A(H1N1)pdm09
2021.0,34.0,1-6세,2.5,0.0,,,0.0,A(H1N1)pdm09
2021.0,34.0,13-18세,1.8,0.0,,,0.0,A(H1N1)pdm09
2021.0,34.0,19-49세,0.8,0.0,0.0,,7.0,A(H1N1)pdm09
2021.0,34.0,50-64세,0.9,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,34.0,65세이상,0.9,1.0,0.0,,5.0,A(H1N1)pdm09
2021.0,34.0,7-12세,0.6,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,34.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,35.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,35.0,0세,0.0,0.0,,,0.0,A(H1N1)pdm09
2021.0,35.0,1-6세,2.1,0.0,,,0.0,A(H1N1)pdm09
2021.0,35.0,13-18세,0.8,0.0,0.0,,0.0,A(H1N1)pdm09
2021.0,35.0,19-49세,0.7,1.0,0.0,,10.0,A(H1N1)pdm09
2021.0,35.0,50-64세,0.8,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,35.0,65세이상,0.9,1.0,0.0,,8.0,A(H1N1)pdm09
2021.0,35.0,7-12세,0.5,1.0,0.0,,0.0,A(H1N1)pdm09
2021.0,35.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,36.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,36.0,0세,0.4,0.0,,,0.0,A(H1N1)pdm09
2021.0,36.0,1-6세,3.0,0.0,,,0.0,A(H1N1)pdm09
2021.0,36.0,13-18세,1.4,0.0,0.0,,2.0,A(H1N1)pdm09
2021.0,36.0,19-49세,0.8,0.0,0.0,,7.0,A(H1N1)pdm09
2021.0,36.0,50-64세,0.6,0.0,0.0,,2.0,A(H1N1)pdm09
2021.0,36.0,65세이상,0.3,2.0,0.0,,6.0,A(H1N1)pdm09
2021.0,36.0,7-12세,0.7,0.0,0.0,,0.0,A(H1N1)pdm09
2021.0,36.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,37.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,37.0,0세,0.4,0.0,,,0.0,A(H1N1)pdm09
2021.0,37.0,1-6세,2.2,0.0,,,1.0,A(H1N1)pdm09
2021.0,37.0,13-18세,0.3,0.0,0.0,,3.0,A(H1N1)pdm09
2021.0,37.0,19-49세,0.8,2.0,0.0,,9.0,A(H1N1)pdm09
2021.0,37.0,50-64세,1.0,0.0,0.0,,7.0,A(H1N1)pdm09
2021.0,37.0,65세이상,0.7,2.0,0.0,,6.0,A(H1N1)pdm09
2021.0,37.0,7-12세,0.8,0.0,0.0,,0.0,A(H1N1)pdm09
2021.0,37.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,38.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,38.0,0세,1.1,0.0,,,0.0,A(H1N1)pdm09
2021.0,38.0,1-6세,2.5,0.0,,,0.0,A(H1N1)pdm09
2021.0,38.0,13-18세,0.5,0.0,0.0,,0.0,A(H1N1)pdm09
2021.0,38.0,19-49세,0.5,0.0,0.0,,7.0,A(H1N1)pdm09
2021.0,38.0,50-64세,1.2,3.0,0.0,,4.0,A(H1N1)pdm09
2021.0,38.0,65-69세,,,,0.0,,A(H1N1)pdm09
2021.0,38.0,65세 이상,,,,0.0,,A(H1N1)pdm09
2021.0,38.0,65세이상,0.4,1.0,0.0,,9.0,A(H1N1)pdm09
2021.0,38.0,7-12세,1.2,0.0,0.0,,0.0,A(H1N1)pdm09
2021.0,38.0,70-74세,,,,0.0,,A(H1N1)pdm09
2021.0,38.0,75세 이상,,,,0.0,,A(H1N1)pdm09
2021.0,38.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,39.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,39.0,0세,0.4,0.0,,,0.0,A(H1N1)pdm09
2021.0,39.0,1-6세,1.3,1.0,,,0.0,A(H1N1)pdm09
2021.0,39.0,13-18세,0.4,0.0,,,0.0,A(H1N1)pdm09
2021.0,39.0,19-49세,0.9,1.0,0.0,,14.0,A(H1N1)pdm09
2021.0,39.0,50-64세,1.2,0.0,,,7.0,A(H1N1)pdm09
2021.0,39.0,65-69세,,,,0.0,,A(H1N1)pdm09
2021.0,39.0,65세 이상,,,,0.0,,A(H1N1)pdm09
2021.0,39.0,65세이상,1.0,2.0,,,9.0,A(H1N1)pdm09
2021.0,39.0,7-12세,0.5,0.0,,,1.0,A(H1N1)pdm09
2021.0,39.0,70-74세,,,,0.0,,A(H1N1)pdm09
2021.0,39.0,75세 이상,,,,0.0,,A(H1N1)pdm09
2021.0,39.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,40.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,40.0,0세,0.3,1.0,,,0.0,A(H1N1)pdm09
2021.0,40.0,1-6세,2.2,0.0,,,1.0,A(H1N1)pdm09
2021.0,40.0,13-18세,0.3,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,40.0,19-49세,0.9,0.0,0.0,,8.0,A(H1N1)pdm09
2021.0,40.0,50-64세,0.8,0.0,0.0,,5.0,A(H1N1)pdm09
2021.0,40.0,65-69세,,,,0.0,,A(H1N1)pdm09
2021.0,40.0,65세 이상,,,,0.0,,A(H1N1)pdm09
2021.0,40.0,65세이상,0.6,4.0,0.0,,3.0,A(H1N1)pdm09
2021.0,40.0,7-12세,0.8,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,40.0,70-74세,,,,0.0,,A(H1N1)pdm09
2021.0,40.0,75세 이상,,,,0.0,,A(H1N1)pdm09
2021.0,40.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,41.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,41.0,0세,1.0,2.0,,,0.0,A(H1N1)pdm09
2021.0,41.0,1-6세,2.4,0.0,,,4.0,A(H1N1)pdm09
2021.0,41.0,13-18세,0.3,0.0,,,0.0,A(H1N1)pdm09
2021.0,41.0,19-49세,0.6,1.0,0.0,,10.0,A(H1N1)pdm09
2021.0,41.0,50-64세,0.9,2.0,0.0,,7.0,A(H1N1)pdm09
2021.0,41.0,65-69세,,,,0.0,,A(H1N1)pdm09
2021.0,41.0,65세 이상,,,,0.0,,A(H1N1)pdm09
2021.0,41.0,65세이상,0.6,6.0,0.0,,6.0,A(H1N1)pdm09
2021.0,41.0,7-12세,0.2,5.0,0.0,,0.0,A(H1N1)pdm09
2021.0,41.0,70-74세,,,,0.0,,A(H1N1)pdm09
2021.0,41.0,75세 이상,,,,0.0,,A(H1N1)pdm09
2021.0,41.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,42.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,42.0,0세,0.3,0.0,,,3.0,A(H1N1)pdm09
2021.0,42.0,1-6세,2.7,2.0,,,1.0,A(H1N1)pdm09
2021.0,42.0,13-18세,0.7,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,42.0,19-49세,0.7,0.0,0.0,,7.0,A(H1N1)pdm09
2021.0,42.0,50-64세,1.1,1.0,0.0,,5.0,A(H1N1)pdm09
2021.0,42.0,65-69세,,,,5.3,,A(H1N1)pdm09
2021.0,42.0,65세 이상,,,,23.3,,A(H1N1)pdm09
2021.0,42.0,65세이상,0.3,5.0,0.0,,8.0,A(H1N1)pdm09
2021.0,42.0,7-12세,1.7,0.0,0.0,,0.0,A(H1N1)pdm09
2021.0,42.0,70-74세,,,,8.7,,A(H1N1)pdm09
2021.0,42.0,75세 이상,,,,45.9,,A(H1N1)pdm09
2021.0,42.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,43.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,43.0,0세,1.4,0.0,,,0.0,A(H1N1)pdm09
2021.0,43.0,1-6세,4.2,3.0,,,7.0,A(H1N1)pdm09
2021.0,43.0,13-18세,0.5,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,43.0,19-49세,1.0,1.0,0.0,,10.0,A(H1N1)pdm09
2021.0,43.0,50-64세,1.2,1.0,0.0,,2.0,A(H1N1)pdm09
2021.0,43.0,65-69세,,,,32.7,,A(H1N1)pdm09
2021.0,43.0,65세 이상,,,,52.1,,A(H1N1)pdm09
2021.0,43.0,65세이상,0.5,0.0,0.0,,11.0,A(H1N1)pdm09
2021.0,43.0,7-12세,0.7,1.0,0.0,,1.0,A(H1N1)pdm09
2021.0,43.0,70-74세,,,,56.1,,A(H1N1)pdm09
2021.0,43.0,75세 이상,,,,65.6,,A(H1N1)pdm09
2021.0,43.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,44.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,44.0,0세,1.8,0.0,,,2.0,A(H1N1)pdm09
2021.0,44.0,1-6세,4.9,1.0,,,4.0,A(H1N1)pdm09
2021.0,44.0,13-18세,0.8,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,44.0,19-49세,0.8,1.0,0.0,,16.0,A(H1N1)pdm09
2021.0,44.0,50-64세,1.0,3.0,0.0,,2.0,A(H1N1)pdm09
2021.0,44.0,65-69세,,,,50.9,,A(H1N1)pdm09
2021.0,44.0,65세 이상,,,,65.2,,A(H1N1)pdm09
2021.0,44.0,65세이상,0.6,2.0,0.0,,7.0,A(H1N1)pdm09
2021.0,44.0,7-12세,2.3,1.0,0.0,,0.0,A(H1N1)pdm09
2021.0,44.0,70-74세,,,,68.9,,A(H1N1)pdm09
2021.0,44.0,75세 이상,,,,74.6,,A(H1N1)pdm09
2021.0,44.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,45.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,45.0,0세,3.8,1.0,,,0.0,A(H1N1)pdm09
2021.0,45.0,1-6세,6.5,0.0,,,1.0,A(H1N1)pdm09
2021.0,45.0,13-18세,1.4,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,45.0,19-49세,2.2,2.0,0.0,,17.0,A(H1N1)pdm09
2021.0,45.0,50-64세,3.3,0.0,0.0,,4.0,A(H1N1)pdm09
2021.0,45.0,65-69세,,,,59.3,,A(H1N1)pdm09
2021.0,45.0,65세 이상,,,,71.1,,A(H1N1)pdm09
2021.0,45.0,65세이상,1.8,4.0,0.0,,7.0,A(H1N1)pdm09
2021.0,45.0,7-12세,1.6,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,45.0,70-74세,,,,74.7,,A(H1N1)pdm09
2021.0,45.0,75세 이상,,,,78.5,,A(H1N1)pdm09
2021.0,45.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,46.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,46.0,0세,3.2,0.0,,,0.0,A(H1N1)pdm09
2021.0,46.0,1-6세,9.6,1.0,,,2.0,A(H1N1)pdm09
2021.0,46.0,13-18세,0.9,0.0,0.0,,6.0,A(H1N1)pdm09
2021.0,46.0,19-49세,2.6,0.0,0.0,,18.0,A(H1N1)pdm09
2021.0,46.0,50-64세,3.0,2.0,0.0,,5.0,A(H1N1)pdm09
2021.0,46.0,65-69세,,,,64.2,,A(H1N1)pdm09
2021.0,46.0,65세 이상,,,,74.3,,A(H1N1)pdm09
2021.0,46.0,65세이상,2.0,4.0,0.0,,18.0,A(H1N1)pdm09
2021.0,46.0,7-12세,2.7,0.0,0.0,,3.0,A(H1N1)pdm09
2021.0,46.0,70-74세,,,,77.9,,A(H1N1)pdm09
2021.0,46.0,75세 이상,,,,80.4,,A(H1N1)pdm09
2021.0,46.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,47.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,47.0,0세,1.8,0.0,,,0.0,A(H1N1)pdm09
2021.0,47.0,1-6세,5.7,1.0,,,3.0,A(H1N1)pdm09
2021.0,47.0,13-18세,1.3,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,47.0,19-49세,3.7,0.0,0.0,,7.0,A(H1N1)pdm09
2021.0,47.0,50-64세,4.1,0.0,0.0,,8.0,A(H1N1)pdm09
2021.0,47.0,65-69세,,,,67.9,,A(H1N1)pdm09
2021.0,47.0,65세 이상,,,,76.7,,A(H1N1)pdm09
2021.0,47.0,65세이상,2.1,4.0,0.0,,13.0,A(H1N1)pdm09
2021.0,47.0,7-12세,2.5,1.0,0.0,,0.0,A(H1N1)pdm09
2021.0,47.0,70-74세,,,,80.1,,A(H1N1)pdm09
2021.0,47.0,75세 이상,,,,81.8,,A(H1N1)pdm09
2021.0,47.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,48.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,48.0,0세,0.3,0.0,,,0.0,A(H1N1)pdm09
2021.0,48.0,1-6세,5.7,0.0,,,3.0,A(H1N1)pdm09
2021.0,48.0,13-18세,1.7,1.0,0.0,,3.0,A(H1N1)pdm09
2021.0,48.0,19-49세,3.2,1.0,0.0,,8.0,A(H1N1)pdm09
2021.0,48.0,50-64세,4.4,2.0,0.0,,9.0,A(H1N1)pdm09
2021.0,48.0,65-69세,,,,70.1,,A(H1N1)pdm09
2021.0,48.0,65세 이상,,,,78.0,,A(H1N1)pdm09
2021.0,48.0,65세이상,2.2,5.0,0.0,,5.0,A(H1N1)pdm09
2021.0,48.0,7-12세,2.8,1.0,0.0,,2.0,A(H1N1)pdm09
2021.0,48.0,70-74세,,,,81.4,,A(H1N1)pdm09
2021.0,48.0,75세 이상,,,,82.5,,A(H1N1)pdm09
2021.0,48.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,49.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,49.0,0세,1.6,0.0,,,0.0,A(H1N1)pdm09
2021.0,49.0,1-6세,3.8,0.0,,,3.0,A(H1N1)pdm09
2021.0,49.0,13-18세,0.5,0.0,0.0,,0.0,A(H1N1)pdm09
2021.0,49.0,19-49세,3.0,1.0,0.0,,20.0,A(H1N1)pdm09
2021.0,49.0,50-64세,2.9,0.0,0.0,,10.0,A(H1N1)pdm09
2021.0,49.0,65-69세,,,,71.5,,A(H1N1)pdm09
2021.0,49.0,65세 이상,,,,78.9,,A(H1N1)pdm09
2021.0,49.0,65세이상,1.6,5.0,0.0,,12.0,A(H1N1)pdm09
2021.0,49.0,7-12세,1.0,0.0,0.0,,2.0,A(H1N1)pdm09
2021.0,49.0,70-74세,,,,82.2,,A(H1N1)pdm09
2021.0,49.0,75세 이상,,,,82.9,,A(H1N1)pdm09
2021.0,49.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,50.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,50.0,0세,0.3,0.0,,,0.0,A(H1N1)pdm09
2021.0,50.0,1-6세,4.0,1.0,,,2.0,A(H1N1)pdm09
2021.0,50.0,13-18세,1.4,0.0,0.0,,3.0,A(H1N1)pdm09
2021.0,50.0,19-49세,3.6,0.0,0.0,,7.0,A(H1N1)pdm09
2021.0,50.0,50-64세,3.0,1.0,0.0,,9.0,A(H1N1)pdm09
2021.0,50.0,65-69세,,,,72.5,,A(H1N1)pdm09
2021.0,50.0,65세 이상,,,,79.4,,A(H1N1)pdm09
2021.0,50.0,65세이상,2.0,4.0,0.0,,10.0,A(H1N1)pdm09
2021.0,50.0,7-12세,0.4,0.0,0.0,,3.0,A(H1N1)pdm09
2021.0,50.0,70-74세,,,,82.8,,A(H1N1)pdm09
2021.0,50.0,75세 이상,,,,83.2,,A(H1N1)pdm09
2021.0,50.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,51.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,51.0,0세,1.4,0.0,,,0.0,A(H1N1)pdm09
2021.0,51.0,1-6세,3.8,1.0,,,0.0,A(H1N1)pdm09
2021.0,51.0,13-18세,1.0,0.0,0.0,,1.0,A(H1N1)pdm09
2021.0,51.0,19-49세,2.1,0.0,0.0,,18.0,A(H1N1)pdm09
2021.0,51.0,50-64세,1.5,4.0,0.0,,4.0,A(H1N1)pdm09
2021.0,51.0,65-69세,,,,73.0,,A(H1N1)pdm09
2021.0,51.0,65세 이상,,,,79.8,,A(H1N1)pdm09
2021.0,51.0,65세이상,0.8,2.0,0.0,,12.0,A(H1N1)pdm09
2021.0,51.0,7-12세,2.0,0.0,0.0,,0.0,A(H1N1)pdm09
2021.0,51.0,70-74세,,,,83.1,,A(H1N1)pdm09
2021.0,51.0,75세 이상,,,,83.4,,A(H1N1)pdm09
2021.0,51.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,52.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,52.0,0세,1.1,0.0,,,0.0,A(H1N1)pdm09
2021.0,52.0,1-6세,3.0,0.0,,,3.0,A(H1N1)pdm09
2021.0,52.0,13-18세,0.5,0.0,0.0,,3.0,A(H1N1)pdm09
2021.0,52.0,19-49세,2.4,0.0,0.0,,2.0,A(H1N1)pdm09
2021.0,52.0,50-64세,2.7,0.0,0.0,,3.0,A(H1N1)pdm09
2021.0,52.0,65-69세,,,,73.3,,A(H1N1)pdm09
2021.0,52.0,65세 이상,,,,80.0,,A(H1N1)pdm09
2021.0,52.0,65세이상,1.2,1.0,0.0,,7.0,A(H1N1)pdm09
2021.0,52.0,7-12세,1.0,0.0,0.0,,2.0,A(H1N1)pdm09
2021.0,52.0,70-74세,,,,83.3,,A(H1N1)pdm09
2021.0,52.0,75세 이상,,,,83.6,,A(H1N1)pdm09
2021.0,52.0,연령미상,,,,,0.0,A(H1N1)pdm09
2021.0,53.0,0-6세,,,0.0,,,A(H1N1)pdm09
2021.0,53.0,0세,1.1,0.0,,,0.0,A(H1N1)pdm09
2021.0,53.0,1-6세,3.0,0.0,,,3.0,A(H1N1)pdm09
2021.0,53.0,13-18세,0.5,0.0,0.0,,3.0,A(H1N1)pdm09
2021.0,53.0,19-49세,2.4,0.0,0.0,,2.0,A(H1N1)pdm09
2021.0,53.0,50-64세,2.7,0.0,0.0,,3.0,A(H1N1)pdm09
2021.0,53.0,65-69세,,,,73.3,,A(H1N1)pdm09
2021.0,53.0,65세 이상,,,,80.0,,A(H1N1)pdm09
2021.0,53.0,65세이상,1.2,1.0,0.0,,7.0,A(H1N1)pdm09
2021.0,53.0,7-12세,1.0,0.0,0.0,,2.0,A(H1N1)pdm09
2021.0,53.0,70-74세,,,,83.3,,A(H1N1)pdm09
2021.0,53.0,75세 이상,,,,83.6,,A(H1N1)pdm09
2021.0,53.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,1.0,0-6세,,,0.0,,,A(H1N1)pdm09
2022.0,1.0,0세,2.3,0.0,,,1.0,A(H1N1)pdm09
2022.0,1.0,1-6세,2.9,0.0,,,1.0,A(H1N1)pdm09
2022.0,1.0,13-18세,0.6,0.0,0.0,,4.0,A(H1N1)pdm09
2022.0,1.0,19-49세,1.9,0.0,0.0,,7.0,A(H1N1)pdm09
2022.0,1.0,50-64세,3.0,1.0,0.0,,4.0,A(H1N1)pdm09
2022.0,1.0,65-69세,,,,73.5,,A(H1N1)pdm09
2022.0,1.0,65세 이상,,,,80.1,,A(H1N1)pdm09
2022.0,1.0,65세이상,1.2,1.0,0.0,,10.0,A(H1N1)pdm09
2022.0,1.0,7-12세,1.8,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,1.0,70-74세,,,,83.4,,A(H1N1)pdm09
2022.0,1.0,75세 이상,,,,83.6,,A(H1N1)pdm09
2022.0,1.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,2.0,0-6세,,,0.0,,,A(H1N1)pdm09
2022.0,2.0,0세,0.3,0.0,,,1.0,A(H1N1)pdm09
2022.0,2.0,1-6세,3.5,0.0,,,1.0,A(H1N1)pdm09
2022.0,2.0,13-18세,0.6,1.0,0.0,,3.0,A(H1N1)pdm09
2022.0,2.0,19-49세,1.8,0.0,0.0,,11.0,A(H1N1)pdm09
2022.0,2.0,50-64세,2.1,4.0,0.0,,2.0,A(H1N1)pdm09
2022.0,2.0,65-69세,,,,73.7,,A(H1N1)pdm09
2022.0,2.0,65세 이상,,,,80.2,,A(H1N1)pdm09
2022.0,2.0,65세이상,0.7,5.0,0.0,,4.0,A(H1N1)pdm09
2022.0,2.0,7-12세,0.2,0.0,0.0,,3.0,A(H1N1)pdm09
2022.0,2.0,70-74세,,,,83.5,,A(H1N1)pdm09
2022.0,2.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,2.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,3.0,0-6세,,,0.0,,,A(H1N1)pdm09
2022.0,3.0,0세,1.3,0.0,,,0.0,A(H1N1)pdm09
2022.0,3.0,1-6세,2.9,0.0,,,4.0,A(H1N1)pdm09
2022.0,3.0,13-18세,0.7,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,3.0,19-49세,1.4,1.0,0.0,,12.0,A(H1N1)pdm09
2022.0,3.0,50-64세,2.4,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,3.0,65-69세,,,,73.8,,A(H1N1)pdm09
2022.0,3.0,65세 이상,,,,80.3,,A(H1N1)pdm09
2022.0,3.0,65세이상,0.9,4.0,0.0,,9.0,A(H1N1)pdm09
2022.0,3.0,7-12세,0.0,1.0,0.0,,2.0,A(H1N1)pdm09
2022.0,3.0,70-74세,,,,83.5,,A(H1N1)pdm09
2022.0,3.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,3.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,4.0,0-6세,,,0.0,,,A(H1N1)pdm09
2022.0,4.0,0세,1.9,0.0,,,2.0,A(H1N1)pdm09
2022.0,4.0,1-6세,3.2,2.0,,,2.0,A(H1N1)pdm09
2022.0,4.0,13-18세,0.5,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,4.0,19-49세,2.2,1.0,0.0,,9.0,A(H1N1)pdm09
2022.0,4.0,50-64세,3.7,0.0,0.0,,3.0,A(H1N1)pdm09
2022.0,4.0,65-69세,,,,73.9,,A(H1N1)pdm09
2022.0,4.0,65세 이상,,,,80.4,,A(H1N1)pdm09
2022.0,4.0,65세이상,1.0,2.0,0.0,,2.0,A(H1N1)pdm09
2022.0,4.0,7-12세,0.7,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,4.0,70-74세,,,,83.6,,A(H1N1)pdm09
2022.0,4.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,4.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,5.0,0-6세,,,0.0,,,A(H1N1)pdm09
2022.0,5.0,0세,3.3,0.0,,,0.0,A(H1N1)pdm09
2022.0,5.0,1-6세,4.7,0.0,,,2.0,A(H1N1)pdm09
2022.0,5.0,13-18세,1.0,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,5.0,19-49세,1.6,3.0,0.0,,6.0,A(H1N1)pdm09
2022.0,5.0,50-64세,1.5,0.0,0.0,,9.0,A(H1N1)pdm09
2022.0,5.0,65-69세,,,,73.9,,A(H1N1)pdm09
2022.0,5.0,65세 이상,,,,80.4,,A(H1N1)pdm09
2022.0,5.0,65세이상,0.4,2.0,0.0,,4.0,A(H1N1)pdm09
2022.0,5.0,7-12세,1.1,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,5.0,70-74세,,,,83.6,,A(H1N1)pdm09
2022.0,5.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,5.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,6.0,0-6세,,,0.0,,,A(H1N1)pdm09
2022.0,6.0,0세,0.4,0.0,,,0.0,A(H1N1)pdm09
2022.0,6.0,1-6세,2.6,1.0,,,4.0,A(H1N1)pdm09
2022.0,6.0,13-18세,0.7,0.0,,,5.0,A(H1N1)pdm09
2022.0,6.0,19-49세,2.0,0.0,0.0,,14.0,A(H1N1)pdm09
